,ID,Recency,Frequency,Monetary,RFM,Segment,BMI,Income,Ethnicity,Lifestage,Strata,Members,Loc
596,202093101,87.81400108459273,144,30.224305555555556,441.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Empty Nesters,Urban,1-3,Central
597,202097101,80.7978498267804,126,72.63492063492062,444.0,Best customers,Healthy,>5000,Chinese,Teens Aches,Urban,5,Central
598,202112101,80.7978498267804,156,140.36923076923074,444.0,Best customers,Over Weight,>5000,Others,Teens and Toddlers,Urban,7+,Central
599,202113101,84.87353743314323,147,77.01292517006803,444.0,Best customers,Obese,3000 - 3999,Others,Matured Families,Urban,1-3,Central
600,202121101,80.7978498267804,136,33.875735294117646,442.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Teens Aches,Urban,4,Central
601,202122102,105.27907618914493,97,32.10309278350515,332.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,4,Central
602,202133101,459.8204340093663,42,21.890476190476193,121.0,Lost,Healthy,>5000,Chinese,Yankys,Urban,1-3,Central
603,202137101,89.50593471044428,122,73.4483606557377,334.0,Loyalists,Healthy,3000 - 3999,Others,Nesting Families,Urban,4,Central
604,202142101,80.7978498267804,99,58.994949494949495,433.0,Best customers,Obese,3000 - 3999,Chinese,Matured Families,Urban,1-3,Central
605,202153101,92.24360455365657,151,46.74172185430467,343.0,Loyalists,Over Weight,2000 - 2999,Malay,Teens Aches,Urban,4,Central
606,202160101,183.28931909424844,106,34.6924528301887,232.0,At-Risk,Under Weight,>5000,Chinese,Empty Nesters,Urban,1-3,Central
607,202166101,853.212417898828,16,24.212500000000002,111.0,Lost,Healthy,>5000,Chinese,Yankys,Urban,1-3,Central
608,202168101,80.7978498267804,121,37.371074380165304,432.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Teens Aches,Urban,1-3,Central
609,202170101,1062.6308135869388,6,33.46666666666667,112.0,Lost,Healthy,2000 - 2999,Chinese,Teens Aches,Urban,5,Central
610,202171101,94.30724124759843,144,26.294444444444448,341.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Teens and Toddlers,Urban,4,Central
611,202178101,80.7978498267804,102,106.50392156862746,434.0,Best customers,Healthy,4000 - 4999,Malay,Teens and Toddlers,Urban,7+,Central
612,202179101,673.2409184072754,23,39.7391304347826,112.0,Lost,Under Weight,1500 - 1999,Malay,Teens and Toddlers,Urban,4,Central
613,202181102,89.91992878335142,140,26.528571428571404,341.0,Low-Spending Loyalists,Under Weight,3000 - 3999,Chinese,Matured Families,Urban,5,Central
614,202201101,95.66725075555168,124,56.87419354838711,333.0,Loyalists,Under Weight,>5000,Chinese,Teens and Toddlers,Urban,4,Central
615,202206101,147.46265453075753,122,24.94344262295083,231.0,Churned,Over Weight,>5000,Malay,Nesting Families,Urban,1-3,Central
616,202208101,106.04649674855021,141,68.80921985815601,344.0,Loyalists,Healthy,>5000,Chinese,Teens and Toddlers,Urban,7+,Central
617,202210101,815.8608921606,27,103.0111111111111,124.0,At-Risk,Under Weight,3000 - 3999,Malay,Teens and Toddlers,Urban,6,Central
618,202231101,98.98166514180717,78,70.56282051282052,334.0,Loyalists,Over Weight,3000 - 3999,Chinese,Yankys,Urban,1-3,Central
619,202236101,85.20779609353276,74,133.12027027027025,424.0,Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,1-3,Central
620,202237101,82.88579638629777,130,93.71230769230766,444.0,Best customers,Healthy,>5000,Chinese,Teens and Toddlers,Urban,5,Central
621,202241101,444.96329285233475,90,36.30888888888887,132.0,Churned,Over Weight,3000 - 3999,Malay,Teens Aches,Urban,6,Central
622,202244101,94.82775807701344,122,31.90491803278689,331.0,Potential Loyalists,Obese,4000 - 4999,Malay,Matured Families,Urban,5,Central
623,202246101,80.7978498267804,142,42.10422535211268,442.0,Low-Spending Loyalists,Under Weight,>5000,Malay,Teens Aches,Urban,4,Central
624,202250101,90.33872358219813,90,58.66777777777777,333.0,Loyalists,Healthy,>5000,Malay,Nesting Families,Urban,1-3,Central
625,202264101,87.81400108459273,119,56.284033613445374,433.0,Best customers,Healthy,>5000,Chinese,Teens and Toddlers,Urban,4,Central
626,202268101,100.40899164455561,150,56.303333333333335,343.0,Loyalists,Healthy,2000 - 2999,Malay,Teens and Toddlers,Urban,4,Central
627,203001104,429.4119417798289,67,28.631343283582087,121.0,Lost,Over Weight,< 1500,Malay,Matured Families,Urban,1-3,Central
628,203007101,108.84994643050558,108,26.545370370370385,231.0,Churned,Over Weight,2000 - 2999,Malay,Matured Families,Urban,5,Central
629,203008101,164.90095065367748,144,50.12152777777774,243.0,Potential Loyalists,Obese,< 1500,Malay,Empty Nesters,Urban,1-3,Central
630,203017101,92.24360455365657,127,46.848031496062994,343.0,Loyalists,Obese,>5000,Malay,Matured Families,Urban,5,Central
631,203019101,611.7282744345133,51,46.507843137254916,123.0,Churned,Over Weight,3000 - 3999,Chinese,Matured Families,Urban,4,Central
632,203020101,80.7978498267804,144,36.70138888888889,442.0,Low-Spending Loyalists,Over Weight,>5000,Chinese,Matured Families,Urban,5,Central
633,203023101,97.80747988062728,143,63.47832167832165,343.0,Loyalists,Healthy,>5000,Malay,Matured Families,Urban,1-3,Central
634,203042105,98.5933734559489,143,113.98391608391607,344.0,Loyalists,Obese,>5000,Malay,Teens Aches,Urban,6,Central
635,203044101,100.01166530582013,136,92.6654411764706,344.0,Loyalists,Obese,>5000,Malay,Matured Families,Urban,7+,Central
636,203049101,80.7978498267804,129,33.36589147286822,442.0,Low-Spending Loyalists,Under Weight,>5000,Chinese,Matured Families,Urban,4,Central
637,203054101,97.55413167641117,109,65.76422018348624,334.0,Loyalists,Over Weight,4000 - 4999,Others,Matured Families,Urban,6,Central
638,203065101,109.89121476563103,2,11.4,211.0,Lost,Healthy,>5000,Chinese,Teens Aches,Urban,4,Central
639,203072101,87.81400108459273,132,34.32727272727274,442.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Teens Aches,Urban,4,Central
640,203074101,80.7978498267804,119,50.548739495798316,433.0,Best customers,Under Weight,4000 - 4999,Chinese,Teens Aches,Urban,7+,Central
641,203081101,87.81400108459273,139,89.54676258992805,444.0,Best customers,Healthy,>5000,Chinese,Teens Aches,Urban,1-3,Central
642,203086101,438.9672749546789,85,88.50117647058823,134.0,At-Risk,Obese,>5000,Malay,Teens and Toddlers,Urban,7+,Central
643,203090101,89.2031717453565,138,43.47101449275364,342.0,Low-Spending Loyalists,Obese,2000 - 2999,Malay,Empty Nesters,Urban,1-3,Central
644,203095101,114.8850773794783,146,60.84726027397261,243.0,Potential Loyalists,Over Weight,4000 - 4999,Malay,Teens Aches,Urban,4,Central
645,203108101,93.85884956997977,115,87.67565217391306,334.0,Loyalists,Over Weight,>5000,Chinese,Nesting Families,Urban,4,Central
646,203109102,115.57673729612391,81,194.88641975308633,234.0,At-Risk,Healthy,>5000,Chinese,Matured Families,Urban,5,Central
647,203116101,124.51777943211589,126,32.71984126984129,242.0,At-Risk,Healthy,3000 - 3999,Chinese,Matured Families,Urban,1-3,Central
648,203117101,267.2763204242246,112,81.76517857142856,234.0,At-Risk,Healthy,>5000,Malay,Matured Families,Urban,1-3,Central
649,203118101,203.80727986700168,82,63.29268292682928,233.0,Potential Loyalists,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,4,Central
650,203119101,85.20779609353276,152,61.78157894736847,443.0,Best customers,Healthy,< 1500,Others,Empty Nesters,Urban,1-3,Central
651,203123101,169.25882635042592,123,117.14308943089428,234.0,At-Risk,Over Weight,>5000,Chinese,Empty Nesters,Urban,1-3,Central
652,203131101,80.7978498267804,150,59.64266666666666,443.0,Best customers,Obese,3000 - 3999,Malay,Teens Aches,Urban,5,Central
653,203136101,80.7978498267804,153,36.07581699346405,442.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Nesting Families,Urban,1-3,Central
654,203139101,113.06373828621722,124,32.234677419354846,232.0,At-Risk,Healthy,>5000,Chinese,Matured Families,Urban,4,Central
655,203147101,80.7978498267804,155,38.751612903225805,442.0,Low-Spending Loyalists,Healthy,3000 - 3999,Others,Teens Aches,Urban,4,Central
656,203159101,94.82775807701344,111,16.3981981981982,331.0,Potential Loyalists,Over Weight,4000 - 4999,Chinese,Matured Families,Urban,1-3,Central
657,203165101,939.3840464498048,11,43.84545454545455,112.0,Lost,Obese,3000 - 3999,Malay,Teens and Toddlers,Urban,6,Central
658,203168102,117.71077303703196,148,30.094594594594607,241.0,At-Risk,Under Weight,3000 - 3999,Malay,Teens and Toddlers,Urban,7+,Central
659,204003101,80.7978498267804,146,68.85205479452053,444.0,Best customers,Over Weight,1500 - 1999,Malay,Matured Families,Urban,1-3,Central
660,204005101,87.81400108459273,126,33.14523809523811,442.0,Low-Spending Loyalists,Over Weight,4000 - 4999,Malay,Teens Aches,Urban,4,Central
661,204025101,622.16768120762,79,46.35063291139242,133.0,Churned,Over Weight,4000 - 4999,Malay,Nesting Families,Urban,7+,Central
662,204025103,99.27421172454167,71,36.43239436619718,322.0,New customers,Under Weight,4000 - 4999,Malay,Nesting Families,Urban,7+,Central
663,204027104,129.87423735017546,135,45.87259259259257,243.0,Potential Loyalists,Over Weight,2000 - 2999,Malay,Matured Families,Urban,1-3,Central
664,204037103,103.62289461863156,156,73.27435897435899,344.0,Loyalists,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,7+,Central
665,204038101,80.7978498267804,154,98.47922077922073,444.0,Best customers,Over Weight,>5000,Chinese,Matured Families,Urban,4,Central
666,204052101,577.4523054256255,83,29.122891566265075,131.0,Churned,Healthy,3000 - 3999,Malay,Teens Aches,Urban,6,Central
667,204053101,80.7978498267804,148,34.96756756756758,442.0,Low-Spending Loyalists,Over Weight,3000 - 3999,Malay,Teens Aches,Urban,4,Central
668,204057101,89.50593471044428,148,52.495270270270275,343.0,Loyalists,Healthy,>5000,Others,Teens Aches,Urban,4,Central
669,204062101,89.50593471044428,116,43.59568965517239,332.0,Low-Spending Loyalists,Healthy,3000 - 3999,Malay,Matured Families,Urban,1-3,Central
670,204064101,96.94920641068232,113,91.89557522123893,334.0,Loyalists,Obese,2000 - 2999,Malay,Matured Families,Urban,1-3,Central
671,204074101,97.80747988062728,129,69.82248062015503,344.0,Loyalists,Over Weight,3000 - 3999,Malay,Matured Families,Urban,4,Central
672,204075101,138.3678486800346,123,41.3609756097561,232.0,At-Risk,Healthy,>5000,Chinese,Matured Families,Urban,5,Central
673,204076101,93.70284917873171,74,68.09324324324324,324.0,Potential Loyalists,Healthy,1500 - 1999,Others,Teens Aches,Urban,7+,Central
674,204090101,82.88579638629777,151,55.752317880794706,443.0,Best customers,Over Weight,>5000,Chinese,Matured Families,Urban,5,Central
675,204091101,87.81400108459273,148,38.07567567567569,442.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Empty Nesters,Urban,1-3,Central
676,204100101,731.9776860228934,39,23.57692307692308,121.0,Lost,Under Weight,3000 - 3999,Malay,Teens and Toddlers,Urban,5,Central
677,204106101,85.20779609353276,116,42.99396551724138,432.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Nesting Families,Urban,4,Central
678,205002101,107.6343371937368,104,76.20865384615382,234.0,At-Risk,Healthy,>5000,Malay,Teens and Toddlers,Urban,7+,Central
679,205005101,157.8965567626489,87,64.75747126436782,234.0,At-Risk,Over Weight,3000 - 3999,Malay,Nesting Families,Urban,6,Central
680,205006101,116.1579299517017,96,40.68749999999999,232.0,At-Risk,Over Weight,4000 - 4999,Malay,Teens Aches,Urban,7+,Central
681,205007101,150.89175465172883,140,32.078571428571436,242.0,At-Risk,Healthy,3000 - 3999,Malay,Teens Aches,Urban,6,Central
682,205013101,972.2271847268993,20,20.159999999999997,111.0,Lost,Healthy,1500 - 1999,Malay,Matured Families,Urban,1-3,Central
683,205015101,1042.23429903801,16,41.81875,112.0,Lost,Healthy,2000 - 2999,Malay,Empty Nesters,Urban,1-3,Central
684,205017101,86.77229395983339,119,27.368907563025218,431.0,Low-Spending Loyalists,Healthy,< 1500,Malay,Teens Aches,Urban,7+,Central
685,205027101,1109.8975443133688,4,38.699999999999996,112.0,Lost,Obese,1500 - 1999,Malay,Teens Aches,Urban,6,Central
686,205040101,724.9774705642707,52,36.35769230769231,122.0,Lost,Healthy,2000 - 2999,Malay,Teens and Toddlers,Urban,6,Central
687,205041101,96.56888778555216,79,42.170886075949376,332.0,Low-Spending Loyalists,Over Weight,4000 - 4999,Malay,Nesting Families,Urban,1-3,Central
688,205049101,80.7978498267804,147,104.92380952380947,444.0,Best customers,Obese,>5000,Malay,Matured Families,Urban,6,Central
689,205072101,91.93158114073543,111,25.31351351351351,331.0,Potential Loyalists,Healthy,>5000,Malay,Teens Aches,Urban,4,Central
690,205088101,91.93158114073543,89,18.15056179775281,331.0,Potential Loyalists,Healthy,4000 - 4999,Malay,Matured Families,Urban,1-3,Central
691,205110101,87.81400108459273,112,33.299107142857146,432.0,Low-Spending Loyalists,Over Weight,2000 - 2999,Others,Teens Aches,Urban,4,Central
692,205112101,92.24360455365657,141,46.15106382978724,343.0,Loyalists,Over Weight,>5000,Others,Teens Aches,Urban,5,Central
693,205113101,111.47543816059935,111,39.037837837837834,232.0,At-Risk,Under Weight,2000 - 2999,Others,Matured Families,Urban,4,Central
694,205123101,832.5419722906795,12,44.92500000000001,112.0,Lost,Over Weight,3000 - 3999,Malay,Teens Aches,Urban,4,Central
695,206001101,295.4304851642506,59,31.56610169491525,221.0,Churned,Healthy,4000 - 4999,Malay,Matured Families,Urban,1-3,Central
696,206013101,116.1579299517017,106,33.448113207547166,232.0,At-Risk,Over Weight,>5000,Chinese,Empty Nesters,Urban,1-3,Central
697,206016101,96.56888778555216,107,33.63271028037385,332.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,5,Central
698,206027101,89.50593471044428,132,37.342424242424244,342.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,1-3,Central
699,206034101,122.01728680958674,139,14.561151079136685,241.0,At-Risk,Over Weight,1500 - 1999,Malay,Teens Aches,Urban,4,Central
700,206035101,117.35199714583787,64,106.97187500000001,224.0,At-Risk,Healthy,>5000,Malay,Teens Aches,Urban,5,Central
701,206036101,95.66725075555168,130,23.658461538461548,341.0,Low-Spending Loyalists,Healthy,< 1500,Malay,Teens Aches,Urban,5,Central
702,206041101,87.81400108459273,153,68.8307189542484,444.0,Best customers,Over Weight,>5000,Others,Teens Aches,Urban,7+,Central
703,206044101,358.1853123387853,69,133.22608695652178,224.0,At-Risk,Over Weight,>5000,Chinese,Matured Families,Urban,5,Central
704,206050101,696.9765654483421,43,69.29069767441861,124.0,At-Risk,Healthy,3000 - 3999,Chinese,Matured Families,Urban,5,Central
705,206054101,92.24360455365657,100,100.81599999999987,334.0,Loyalists,Obese,2000 - 2999,Others,Empty Nesters,Urban,1-3,Central
706,206056101,94.82775807701344,140,38.83714285714284,342.0,Low-Spending Loyalists,Over Weight,2000 - 2999,Chinese,Matured Families,Urban,6,Central
707,206068101,463.58406295039794,85,51.0235294117647,133.0,Churned,Healthy,1500 - 1999,Chinese,Empty Nesters,Urban,1-3,Central
708,206073101,112.73055598547431,132,61.07272727272727,243.0,Potential Loyalists,Obese,>5000,Chinese,Teens Aches,Urban,4,Central
709,206075101,1091.2984817247498,7,75.85714285714286,114.0,Churned,Obese,3000 - 3999,Malay,Teens Aches,Urban,4,Central
710,206077101,108.39728505430075,80,34.89249999999999,232.0,At-Risk,Healthy,>5000,Malay,Teens and Toddlers,Urban,7+,Central
711,206078101,887.7113947272766,17,28.823529411764707,111.0,Lost,Under Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,6,Central
712,206079101,85.20779609353276,87,42.95057471264368,432.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Nesting Families,Urban,4,Central
713,206085101,102.7871622196886,106,45.47075471698114,332.0,Low-Spending Loyalists,Healthy,2000 - 2999,Malay,Matured Families,Urban,4,Central
714,206089101,84.87353743314323,135,78.30962962962961,444.0,Best customers,Obese,1500 - 1999,Malay,Teens and Toddlers,Urban,5,Central
715,206092101,82.88579638629777,155,88.87935483870965,444.0,Best customers,Healthy,>5000,Chinese,Matured Families,Urban,4,Central
716,206096101,85.20779609353276,155,80.0967741935484,444.0,Best customers,Healthy,4000 - 4999,Malay,Teens and Toddlers,Urban,5,Central
717,206102101,103.62289461863156,108,65.40648148148146,334.0,Loyalists,Over Weight,>5000,Malay,Teens Aches,Urban,5,Central
718,206103101,82.88579638629777,94,31.769148936170215,431.0,Low-Spending Loyalists,Obese,2000 - 2999,Malay,Matured Families,Urban,1-3,Central
719,206111101,101.82746687897242,150,55.28066666666667,343.0,Loyalists,Under Weight,2000 - 2999,Chinese,Teens Aches,Urban,4,Central
720,207008103,98.5933734559489,83,93.35783132530118,334.0,Loyalists,Over Weight,>5000,Malay,Teens and Toddlers,Urban,7+,Central
721,207013101,283.9424766124998,120,40.29666666666666,232.0,At-Risk,Healthy,>5000,Chinese,Matured Families,Urban,4,Central
722,207015101,87.25122260556122,142,28.645774647887325,441.0,Low-Spending Loyalists,Healthy,4000 - 4999,Malay,Teens Aches,Urban,4,Central
723,207018101,100.01166530582013,132,31.481818181818184,341.0,Low-Spending Loyalists,Over Weight,3000 - 3999,Chinese,Teens Aches,Urban,1-3,Central
724,207024101,94.82775807701344,60,33.36333333333334,322.0,New customers,Over Weight,>5000,Malay,Teens Aches,Urban,4,Central
725,207033102,173.1856072041393,48,145.3395833333333,224.0,At-Risk,Healthy,>5000,Malay,Teens Aches,Urban,7+,Central
726,207034101,87.81400108459273,90,58.14555555555558,433.0,Best customers,Obese,4000 - 4999,Malay,Matured Families,Urban,1-3,Central
727,207035101,126.03778156486176,82,87.08292682926832,234.0,At-Risk,Healthy,>5000,Malay,Teens and Toddlers,Urban,7+,Central
728,207040102,82.88579638629777,154,38.417532467532496,442.0,Low-Spending Loyalists,Healthy,4000 - 4999,Malay,Empty Nesters,Urban,1-3,Central
729,207045101,132.72455099987545,85,46.53294117647057,233.0,Potential Loyalists,Healthy,4000 - 4999,Malay,Nesting Families,Urban,1-3,Central
730,207048101,162.01920211342824,143,89.77902097902097,244.0,Potential Loyalists,Healthy,2000 - 2999,Malay,Teens and Toddlers,Urban,5,Central
731,207049101,105.27907618914493,80,52.795,333.0,Loyalists,Under Weight,4000 - 4999,Malay,Teens Aches,Urban,4,Central
732,209004101,80.7978498267804,111,35.82882882882884,432.0,Low-Spending Loyalists,Over Weight,2000 - 2999,Malay,Teens Aches,Urban,1-3,Central
733,209008101,1004.9837476642083,8,70.7,114.0,Churned,Healthy,4000 - 4999,Chinese,Teens Aches,Urban,5,Central
734,209010101,87.25122260556122,128,39.04375,442.0,Low-Spending Loyalists,Over Weight,3000 - 3999,Malay,Matured Families,Urban,1-3,Central
735,209014102,94.82775807701344,139,56.066906474820144,343.0,Loyalists,Over Weight,>5000,Malay,Matured Families,Urban,5,Central
736,209032101,80.7978498267804,141,30.804255319148954,441.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Teens Aches,Urban,5,Central
737,209053101,119.78670443296923,95,10.188421052631568,231.0,Churned,Healthy,>5000,Chinese,Empty Nesters,Urban,1-3,Central
738,209055101,479.9659698096669,80,59.422500000000014,133.0,Churned,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,6,Central
739,209062101,423.7339949228565,88,28.362500000000008,131.0,Churned,Healthy,< 1500,Malay,Teens Aches,Urban,1-3,Central
740,209066101,141.39289843210963,96,33.97604166666668,232.0,At-Risk,Healthy,>5000,Malay,Teens and Toddlers,Urban,5,Central
741,209069101,82.88579638629777,144,45.35624999999996,442.0,Low-Spending Loyalists,Under Weight,>5000,Chinese,Teens Aches,Urban,4,Central
742,209070101,475.1830725528224,64,80.60468749999997,124.0,At-Risk,Healthy,>5000,Malay,Teens and Toddlers,Urban,5,Central
743,209073101,988.5617826826592,26,67.83461538461539,124.0,At-Risk,Under Weight,>5000,Malay,Teens Aches,Urban,1-3,Central
744,209074101,953.046995308211,5,75.38,114.0,Churned,Under Weight,>5000,Chinese,Matured Families,Urban,4,Central
745,209079101,1084.074195924057,9,31.822222222222226,111.0,Lost,Over Weight,1500 - 1999,Malay,Teens Aches,Urban,1-3,Central
746,209085101,264.7478793496724,93,25.94623655913979,231.0,Churned,Under Weight,>5000,Chinese,Nesting Families,Urban,4,Central
747,210001101,85.20779609353276,154,24.651948051948057,441.0,Low-Spending Loyalists,Over Weight,4000 - 4999,Malay,Matured Families,Urban,6,Central
748,210008101,95.2694106940282,34,44.020588235294106,322.0,New customers,Obese,>5000,Malay,Matured Families,Urban,1-3,Central
749,210012101,80.7978498267804,105,28.01238095238095,431.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Matured Families,Urban,1-3,Central
750,210016101,84.87353743314323,129,43.78837209302326,442.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Empty Nesters,Urban,1-3,Central
751,210032101,87.81400108459273,138,26.52753623188405,441.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Empty Nesters,Urban,1-3,Central
752,210043101,87.25122260556122,99,119.67676767676765,434.0,Best customers,Over Weight,2000 - 2999,Malay,Empty Nesters,Urban,1-3,Central
753,210044101,94.82775807701344,115,28.600000000000012,331.0,Potential Loyalists,Obese,< 1500,Malay,Matured Families,Urban,4,Central
754,210050101,129.87423735017546,122,23.825409836065568,231.0,Churned,Obese,>5000,Malay,Empty Nesters,Urban,1-3,Central
755,210064101,82.88579638629777,147,33.49931972789115,442.0,Low-Spending Loyalists,Healthy,3000 - 3999,Chinese,Matured Families,Urban,1-3,Central
756,210070101,80.7978498267804,116,46.90775862068965,433.0,Best customers,Over Weight,>5000,Chinese,Teens and Toddlers,Urban,5,Central
757,210083101,87.25122260556122,83,26.00602409638555,431.0,Low-Spending Loyalists,Under Weight,>5000,Others,Yankys,Urban,1-3,Central
758,210090101,920.7710140299265,12,259.5916666666667,114.0,Churned,Over Weight,>5000,Malay,Teens and Toddlers,Urban,4,Central
759,210097101,94.82775807701344,109,21.71651376146789,331.0,Potential Loyalists,Healthy,>5000,Malay,Empty Nesters,Urban,1-3,Central
760,211005101,108.07562147744073,102,65.60882352941175,234.0,At-Risk,Over Weight,>5000,Malay,Teens Aches,Urban,5,Central
761,211013103,80.7978498267804,151,53.74039735099337,443.0,Best customers,Over Weight,>5000,Malay,Teens and Toddlers,Urban,6,Central
762,211017101,220.33282955435632,92,49.35,233.0,Potential Loyalists,Healthy,2000 - 2999,Malay,Teens Aches,Urban,7+,Central
763,211041101,112.78487800904887,145,63.189655172413815,243.0,Potential Loyalists,Healthy,3000 - 3999,Malay,Matured Families,Urban,5,Central
764,211043101,87.81400108459273,128,41.908593749999994,442.0,Low-Spending Loyalists,Healthy,>5000,Malay,Teens and Toddlers,Urban,6,Central
765,211046101,85.20779609353276,153,61.369281045751634,443.0,Best customers,Healthy,4000 - 4999,Chinese,Matured Families,Urban,5,Central
766,211048101,124.25476583786644,60,70.075,224.0,At-Risk,Obese,>5000,Malay,Teens Aches,Urban,4,Central
767,211061101,325.94989004842955,101,60.59306930693067,233.0,Potential Loyalists,Healthy,2000 - 2999,Malay,Teens Aches,Urban,1-3,Central
768,211067101,848.6216396455292,37,26.532432432432426,121.0,Lost,Under Weight,>5000,Chinese,Yankys,Urban,4,Central
769,211069101,82.88579638629777,130,20.526923076923072,441.0,Low-Spending Loyalists,Obese,3000 - 3999,Others,Teens Aches,Urban,1-3,Central
770,211073101,80.7978498267804,131,75.66259541984735,444.0,Best customers,Over Weight,>5000,Chinese,Teens Aches,Urban,4,Central
771,211074101,82.88579638629777,118,27.79152542372882,431.0,Low-Spending Loyalists,Under Weight,>5000,Chinese,Matured Families,Urban,1-3,Central
772,211075101,995.2622451271537,23,85.9695652173913,114.0,Churned,Under Weight,>5000,Others,Teens Aches,Urban,5,Central
773,211075102,843.9806472655698,4,28.95,111.0,Lost,Under Weight,>5000,Others,Teens Aches,Urban,4,Central
774,211094101,82.88579638629777,155,42.27806451612902,442.0,Low-Spending Loyalists,Obese,4000 - 4999,Chinese,Matured Families,Urban,4,Central
775,211096101,80.7978498267804,154,58.212337662337646,443.0,Best customers,Healthy,>5000,Malay,Teens and Toddlers,Urban,5,Central
776,212016101,82.88579638629777,125,45.5272,432.0,Low-Spending Loyalists,Healthy,3000 - 3999,Chinese,Matured Families,Urban,1-3,Central
777,212019103,80.7978498267804,146,39.055479452054776,442.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Matured Families,Urban,1-3,Central
778,212036101,668.9755845598805,64,25.1578125,121.0,Lost,Healthy,1500 - 1999,Chinese,Teens Aches,Urban,4,Central
779,212038101,89.50593471044428,129,39.2953488372093,342.0,Low-Spending Loyalists,Over Weight,>5000,Chinese,Matured Families,Urban,5,Central
780,212044101,100.5379673878113,126,72.64841269841264,344.0,Loyalists,Healthy,2000 - 2999,Malay,Matured Families,Urban,1-3,Central
781,212050101,710.9080987639848,59,67.42203389830509,124.0,At-Risk,Under Weight,>5000,Chinese,Teens Aches,Urban,7+,Central
782,212065101,80.7978498267804,155,155.22129032258064,444.0,Best customers,Under Weight,>5000,Chinese,Teens Aches,Urban,1-3,Central
783,212070101,661.9753263714292,47,17.825531914893624,121.0,Lost,Obese,3000 - 3999,Malay,Teens and Toddlers,Urban,6,Central
784,212072101,528.9691223312943,82,26.534146341463423,131.0,Churned,Under Weight,3000 - 3999,Chinese,Matured Families,Urban,5,Central
785,212077101,1098.239338759092,8,31.987500000000004,111.0,Lost,Under Weight,1500 - 1999,Malay,Teens and Toddlers,Urban,7+,Central
786,212084101,889.8629246451212,10,41.32,112.0,Lost,Over Weight,>5000,Malay,Teens Aches,Urban,4,Central
787,213003101,100.5379673878113,137,42.12627737226279,342.0,Low-Spending Loyalists,Over Weight,1500 - 1999,Malay,Teens Aches,Urban,4,Central
788,213006101,89.50593471044428,130,56.76230769230769,343.0,Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,7+,Central
789,213013101,584.6327975351854,82,55.228048780487825,133.0,Churned,Over Weight,< 1500,Malay,Teens and Toddlers,Urban,7+,Central
790,214002101,743.1027490111451,57,15.563157894736838,121.0,Lost,Healthy,2000 - 2999,Malay,Teens Aches,Urban,6,Central
791,214003101,91.93158114073543,139,41.58920863309352,342.0,Low-Spending Loyalists,Over Weight,3000 - 3999,Others,Empty Nesters,Urban,1-3,Central
792,214009101,80.7978498267804,94,33.61595744680852,432.0,Low-Spending Loyalists,Over Weight,< 1500,Others,Teens Aches,Urban,4,Central
793,214016101,80.7978498267804,128,55.54921875000001,443.0,Best customers,Healthy,>5000,Others,Teens Aches,Urban,1-3,Central
794,214018101,134.92916265375322,96,41.82083333333333,232.0,At-Risk,Obese,3000 - 3999,Malay,Teens Aches,Urban,5,Central
795,214024101,82.88579638629777,112,24.013392857142858,431.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Teens Aches,Urban,4,Central
796,214025101,703.8389419897445,35,55.00857142857143,123.0,Churned,Healthy,4000 - 4999,Malay,Teens and Toddlers,Urban,7+,Central
797,214040101,127.44703682580851,53,56.424528301886795,223.0,At-Risk,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,5,Central
798,214044101,80.7978498267804,155,35.581935483870964,442.0,Low-Spending Loyalists,Under Weight,1500 - 1999,Others,Teens and Toddlers,Urban,7+,Central
799,214048101,89.50593471044428,140,81.72000000000001,344.0,Loyalists,Healthy,>5000,Malay,Teens and Toddlers,Urban,6,Central
800,217007101,213.74381957210554,70,64.71857142857145,224.0,At-Risk,Obese,>5000,Malay,Teens Aches,Urban,4,Central
